Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
SW7,SW_Push,SW_Cherry_MX_PCB_1.00u,177.46,-34.24,180.0,top
SW70,SW_Push,SW_Cherry_MX_PCB_1.00u,210.805,-118.965,180.0,top
SW71,SW_Push,SW_Cherry_MX_PCB_1.00u,229.855,-118.965,180.0,top
SW72,SW_Push,SW_Cherry_MX_PCB_1.00u,248.905,-118.965,180.0,top
SW73,SW_Push,SW_Cherry_MX_PCB_2.75u,284.63,-118.965,180.0,top
SW74,SW_Push,SW_Cherry_MX_PCB_1.00u,348.38,-118.965,180.0,top
SW75,SW_Push,SW_Cherry_MX_PCB_1.25u,36.98,-138.015,180.0,top
SW76,SW_Push,SW_Cherry_MX_PCB_1.25u,60.785,-138.015,180.0,top
SW77,SW_Push,SW_Cherry_MX_PCB_1.25u,84.585,-138.015,180.0,top
SW78,SW_Push,SW_Cherry_MX_PCB_6.25u,156.01,-138.015,180.0,top
SW79,SW_Push,SW_Cherry_MX_PCB_1.25u,227.48,-138.015,180.0,top
SW8,SW_Push,SW_Cherry_MX_PCB_1.00u,196.51,-34.24,180.0,top
SW80,SW_Push,SW_Cherry_MX_PCB_1.25u,251.28,-138.015,180.0,top
SW81,SW_Push,SW_Cherry_MX_PCB_1.25u,275.105,-138.015,180.0,top
SW82,SW_Push,SW_Cherry_MX_PCB_1.25u,298.93,-138.015,180.0,top
SW83,SW_Push,SW_Cherry_MX_PCB_1.00u,329.33,-138.015,180.0,top
SW84,SW_Push,SW_Cherry_MX_PCB_1.00u,348.38,-138.015,180.0,top
SW85,SW_Push,SW_Cherry_MX_PCB_1.00u,367.43,-138.015,180.0,top
SW86,RotaryEncoder_Switch,RotaryEncoder_Alps_EC11E-Switch_Vertical_H20mm,348.1,-32.075,0.0,top
SW87,SW_DPDT_x2,PinHeader_1x03_P2.54mm_Vertical,323.61,-19.425,90.0,bottom
SW88,RST,SW_SPST_B3U-1000P,355.9,-95.825,180.0,bottom
SW9,SW_Push,SW_Cherry_MX_PCB_1.00u,215.56,-34.235,180.0,top
U2,MAX17048,DFN-8-1EP_2x2mm_P0.5mm_EP0.7x1.3mm,322.3575,-111.465,180.0,bottom
U3,BQ24075,VQFN-16-1EP_3x3mm_P0.5mm_EP1.6x1.6mm,318.6275,-104.9975,90.0,bottom
U5,SRV05-4,SOT-23-6,373.25,-29.525,0.0,top
U6,nRF52840_E73-2G4M08S1C,nRF52840_E73-2G4M08S1C,370.74,-104.7,90.0,bottom
